product_id,product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,about_product,review_content
P100178,Vacuum Model 1178,Home&Kitchen|HomeAppliances|Vacuum,"₹3,321","₹7,038",52.8%,4.3,"4,703","Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter.","Customers say: Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter. Overall a 4.3-star experience."
P100179,Cookware Model 1179,Home&Kitchen|Kitchen&Dining|Cookware,"₹1,183","₹2,091",43.4%,4.2,"2,096","Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface.","Customers say: Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface. Overall a 4.2-star experience."
P100180,Printers Model 1180,OfficeProducts|OfficeElectronics|Printers,"₹3,436","₹13,477",74.5%,3.4,"5,790","Compact wireless printer with fast print speeds, mobile printing, and low running costs.","Customers say: Compact wireless printer with fast print speeds, mobile printing, and low running costs. Overall a 3.4-star experience."
P100181,Cookware Model 1181,Home&Kitchen|Kitchen&Dining|Cookware,"₹1,087","₹2,136",49.1%,4.0,"5,152","Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface.","Customers say: Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface. Overall a 4.0-star experience."
P100182,Speakers Model 1182,Electronics|HomeTheater|Speakers,"₹1,171","₹2,352",50.2%,3.8,"6,571","Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design.","Customers say: Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design. Overall a 3.8-star experience."
P100183,Vacuum Model 1183,Home&Kitchen|HomeAppliances|Vacuum,"₹3,486","₹10,469",66.7%,3.4,"13,238","Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter.","Customers say: Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter. Overall a 3.4-star experience."
P100184,Laptops Model 1184,Computers&Accessories|Laptops,"₹21,976","₹49,608",55.7%,4.5,"18,328","Everyday laptop with a fast processor, ample storage, and a bright full-HD display for work and study.","Customers say: Everyday laptop with a fast processor, ample storage, and a bright full-HD display for work and study. Overall a 4.5-star experience."
P100185,Accessories Model 1185,Electronics|Cameras|Accessories,₹152,₹316,51.8%,3.6,6,"Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards.","Customers say: Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards. Overall a 3.6-star experience."
P100186,Printers Model 1186,OfficeProducts|OfficeElectronics|Printers,"₹5,793","₹14,484",60.0%,3.8,"6,499","Compact wireless printer with fast print speeds, mobile printing, and low running costs.","Customers say: Compact wireless printer with fast print speeds, mobile printing, and low running costs. Overall a 3.8-star experience."
P100187,Accessories Model 1187,Electronics|Cameras|Accessories,₹462,₹906,48.9%,3.5,"2,390","Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards.","Customers say: Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards. Overall a 3.5-star experience."
P100188,In-Ear Model 1188,Electronics|Headphones|In-Ear,₹440,₹914,51.8%,4.5,"2,600","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 4.5-star experience."
P100189,Cookware Model 1189,Home&Kitchen|Kitchen&Dining|Cookware,"₹1,256","₹2,394",47.5%,4.2,"1,871","Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface.","Customers say: Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface. Overall a 4.2-star experience."
P100190,Cookware Model 1190,Home&Kitchen|Kitchen&Dining|Cookware,₹855,"₹1,539",44.4%,4.1,"25,485","Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface.","Customers say: Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface. Overall a 4.1-star experience."
P100191,In-Ear Model 1191,Electronics|Headphones|In-Ear,₹836,"₹2,189",61.8%,3.8,"4,725","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 3.8-star experience."
P100192,Laptops Model 1192,Computers&Accessories|Laptops,"₹19,688","₹33,714",41.6%,4.8,"10,667","Everyday laptop with a fast processor, ample storage, and a bright full-HD display for work and study.","Customers say: Everyday laptop with a fast processor, ample storage, and a bright full-HD display for work and study. Overall a 4.8-star experience."
P100193,Chargers Model 1193,Electronics|Mobiles&Accessories|Chargers,₹721,"₹1,002",28.0%,4.5,"9,979",Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices.,Customers say: Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices. Overall a 4.5-star experience.
P100194,SmartWatches Model 1194,Electronics|WearableTech|SmartWatches,"₹1,837","₹4,254",56.8%,4.0,"4,409","Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 4.0-star experience."
P100195,Printers Model 1195,OfficeProducts|OfficeElectronics|Printers,"₹3,829","₹12,852",70.2%,3.6,"8,046","Compact wireless printer with fast print speeds, mobile printing, and low running costs.","Customers say: Compact wireless printer with fast print speeds, mobile printing, and low running costs. Overall a 3.6-star experience."
P100196,Cookware Model 1196,Home&Kitchen|Kitchen&Dining|Cookware,"₹1,446","₹2,447",40.9%,4.5,"11,676","Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface.","Customers say: Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface. Overall a 4.5-star experience."
P100197,SmartWatches Model 1197,Electronics|WearableTech|SmartWatches,"₹1,970","₹5,831",66.2%,3.4,"8,441","Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 3.4-star experience."
P100198,Cookware Model 1198,Home&Kitchen|Kitchen&Dining|Cookware,₹889,"₹2,217",59.9%,3.6,"3,653","Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface.","Customers say: Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface. Overall a 3.6-star experience."
P100199,Chargers Model 1199,Electronics|Mobiles&Accessories|Chargers,₹493,₹787,37.3%,4.4,"5,231",Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices.,Customers say: Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices. Overall a 4.4-star experience.
P100200,In-Ear Model 1200,Electronics|Headphones|In-Ear,"₹1,055","₹2,062",48.8%,3.9,"5,773","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 3.9-star experience."
P100201,Chargers Model 1201,Electronics|Mobiles&Accessories|Chargers,₹385,₹660,41.6%,4.0,"6,782",Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices.,Customers say: Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices. Overall a 4.0-star experience.
P100202,Cookware Model 1202,Home&Kitchen|Kitchen&Dining|Cookware,"₹1,465","₹3,004",51.2%,3.7,"3,510","Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface.","Customers say: Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface. Overall a 3.7-star experience."
P100203,In-Ear Model 1203,Electronics|Headphones|In-Ear,"₹1,456","₹2,368",38.5%,4.2,"13,259","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 4.2-star experience."
P100204,Chargers Model 1204,Electronics|Mobiles&Accessories|Chargers,₹523,₹885,40.9%,4.5,"5,663",Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices.,Customers say: Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices. Overall a 4.5-star experience.
P100205,Laptops Model 1205,Computers&Accessories|Laptops,"₹19,771","₹35,688",44.6%,4.7,"23,396","Everyday laptop with a fast processor, ample storage, and a bright full-HD display for work and study.","Customers say: Everyday laptop with a fast processor, ample storage, and a bright full-HD display for work and study. Overall a 4.7-star experience."
P100206,In-Ear Model 1206,Electronics|Headphones|In-Ear,₹825,"₹1,232",33.0%,4.7,"17,641","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 4.7-star experience."
P100207,Printers Model 1207,OfficeProducts|OfficeElectronics|Printers,"₹4,512","₹9,983",54.8%,4.0,"5,760","Compact wireless printer with fast print speeds, mobile printing, and low running costs.","Customers say: Compact wireless printer with fast print speeds, mobile printing, and low running costs. Overall a 4.0-star experience."
P100208,Cookware Model 1208,Home&Kitchen|Kitchen&Dining|Cookware,₹587,"₹1,196",50.9%,3.8,"4,727","Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface.","Customers say: Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface. Overall a 3.8-star experience."
P100209,Speakers Model 1209,Electronics|HomeTheater|Speakers,"₹2,075","₹4,860",57.3%,3.7,"12,879","Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design.","Customers say: Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design. Overall a 3.7-star experience."
P100210,Accessories Model 1210,Electronics|Cameras|Accessories,₹683,"₹1,176",41.9%,4.4,"3,986","Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards.","Customers say: Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards. Overall a 4.4-star experience."
P100211,Cookware Model 1211,Home&Kitchen|Kitchen&Dining|Cookware,₹976,"₹2,133",54.2%,4.3,"7,318","Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface.","Customers say: Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface. Overall a 4.3-star experience."
P100212,Printers Model 1212,OfficeProducts|OfficeElectronics|Printers,"₹3,736","₹8,938",58.2%,3.9,19,"Compact wireless printer with fast print speeds, mobile printing, and low running costs.","Customers say: Compact wireless printer with fast print speeds, mobile printing, and low running costs. Overall a 3.9-star experience."
P100213,Cables Model 1213,Computers&Accessories|Accessories|Cables,₹218,₹298,26.7%,4.6,"16,369",High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors.,Customers say: High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors. Overall a 4.6-star experience.
P100214,SmartWatches Model 1214,Electronics|WearableTech|SmartWatches,"₹1,944","₹4,002",51.4%,4.3,587,"Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 4.3-star experience."
P100215,SmartWatches Model 1215,Electronics|WearableTech|SmartWatches,"₹1,783","₹6,487",72.5%,3.5,"17,385","Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 3.5-star experience."
P100216,Accessories Model 1216,Electronics|Cameras|Accessories,₹451,₹905,50.1%,3.9,"7,291","Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards.","Customers say: Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards. Overall a 3.9-star experience."
P100217,Cookware Model 1217,Home&Kitchen|Kitchen&Dining|Cookware,"₹1,831","₹2,526",27.5%,4.9,"3,589","Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface.","Customers say: Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface. Overall a 4.9-star experience."
P100218,Accessories Model 1218,Electronics|Cameras|Accessories,₹225,₹537,58.1%,3.8,"4,739","Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards.","Customers say: Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards. Overall a 3.8-star experience."
P100219,Vacuum Model 1219,Home&Kitchen|HomeAppliances|Vacuum,"₹3,204","₹7,136",55.1%,4.2,"4,873","Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter.","Customers say: Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter. Overall a 4.2-star experience."
P100220,Cookware Model 1220,Home&Kitchen|Kitchen&Dining|Cookware,"₹1,785","₹4,021",55.6%,3.9,"1,089","Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface.","Customers say: Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface. Overall a 3.9-star experience."
P100221,In-Ear Model 1221,Electronics|Headphones|In-Ear,"₹1,280","₹1,909",32.9%,4.8,"9,676","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 4.8-star experience."
P100222,In-Ear Model 1222,Electronics|Headphones|In-Ear,"₹1,064","₹1,854",42.6%,4.5,"11,568","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 4.5-star experience."
P100223,Vacuum Model 1223,Home&Kitchen|HomeAppliances|Vacuum,"₹6,882","₹12,840",46.4%,4.6,"16,062","Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter.","Customers say: Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter. Overall a 4.6-star experience."
P100224,Laptops Model 1224,Computers&Accessories|Laptops,"₹20,323","₹41,991",51.6%,4.2,"14,657","Everyday laptop with a fast processor, ample storage, and a bright full-HD display for work and study.","Customers say: Everyday laptop with a fast processor, ample storage, and a bright full-HD display for work and study. Overall a 4.2-star experience."
P100225,Vacuum Model 1225,Home&Kitchen|HomeAppliances|Vacuum,"₹3,955","₹10,327",61.7%,3.9,"5,234","Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter.","Customers say: Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter. Overall a 3.9-star experience."
P100226,Vacuum Model 1226,Home&Kitchen|HomeAppliances|Vacuum,"₹4,330","₹9,687",55.3%,4.1,"5,883","Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter.","Customers say: Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter. Overall a 4.1-star experience."
P100227,Accessories Model 1227,Electronics|Cameras|Accessories,"₹1,045","₹1,509",30.7%,5.0,"2,542","Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards.","Customers say: Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards. Overall a 5.0-star experience."
P100228,Chargers Model 1228,Electronics|Mobiles&Accessories|Chargers,₹585,₹879,33.4%,4.7,"4,242",Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices.,Customers say: Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices. Overall a 4.7-star experience.
P100229,In-Ear Model 1229,Electronics|Headphones|In-Ear,₹999,"₹1,864",46.4%,4.2,"1,433","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 4.2-star experience."
P100230,Chargers Model 1230,Electronics|Mobiles&Accessories|Chargers,₹605,"₹1,143",47.0%,3.7,"6,068",Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices.,Customers say: Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices. Overall a 3.7-star experience.
P100231,Vacuum Model 1231,Home&Kitchen|HomeAppliances|Vacuum,"₹4,669","₹13,302",64.9%,3.5,533,"Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter.","Customers say: Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter. Overall a 3.5-star experience."
P100232,Laptops Model 1232,Computers&Accessories|Laptops,"₹23,417","₹73,179",68.0%,4.1,563,"Everyday laptop with a fast processor, ample storage, and a bright full-HD display for work and study.","Customers say: Everyday laptop with a fast processor, ample storage, and a bright full-HD display for work and study. Overall a 4.1-star experience."
P100233,In-Ear Model 1233,Electronics|Headphones|In-Ear,₹259,₹631,58.8%,3.2,"8,525","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 3.2-star experience."
P100234,Cookware Model 1234,Home&Kitchen|Kitchen&Dining|Cookware,₹755,"₹1,183",36.1%,4.4,"6,955","Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface.","Customers say: Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface. Overall a 4.4-star experience."
P100235,Cookware Model 1235,Home&Kitchen|Kitchen&Dining|Cookware,₹603,₹975,38.1%,4.4,"10,206","Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface.","Customers say: Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface. Overall a 4.4-star experience."
P100236,Cookware Model 1236,Home&Kitchen|Kitchen&Dining|Cookware,"₹1,731","₹3,477",50.2%,3.7,"7,209","Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface.","Customers say: Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface. Overall a 3.7-star experience."
P100237,Printers Model 1237,OfficeProducts|OfficeElectronics|Printers,"₹4,959","₹11,781",57.9%,4.2,"3,075","Compact wireless printer with fast print speeds, mobile printing, and low running costs.","Customers say: Compact wireless printer with fast print speeds, mobile printing, and low running costs. Overall a 4.2-star experience."
P100238,Accessories Model 1238,Electronics|Cameras|Accessories,₹366,₹599,38.8%,4.7,"4,347","Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards.","Customers say: Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards. Overall a 4.7-star experience."
P100239,Cables Model 1239,Computers&Accessories|Accessories|Cables,₹281,₹454,38.1%,4.3,"9,563",High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors.,Customers say: High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors. Overall a 4.3-star experience.
P100240,Vacuum Model 1240,Home&Kitchen|HomeAppliances|Vacuum,"₹6,063","₹11,313",46.4%,4.6,"6,577","Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter.","Customers say: Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter. Overall a 4.6-star experience."
P100241,Cables Model 1241,Computers&Accessories|Accessories|Cables,₹241,₹385,37.3%,4.7,416,High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors.,Customers say: High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors. Overall a 4.7-star experience.
P100242,Speakers Model 1242,Electronics|HomeTheater|Speakers,"₹1,251","₹2,951",57.6%,3.5,"6,029","Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design.","Customers say: Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design. Overall a 3.5-star experience."
P100243,Accessories Model 1243,Electronics|Cameras|Accessories,₹931,"₹1,603",41.9%,3.8,"1,435","Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards.","Customers say: Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards. Overall a 3.8-star experience."
P100244,Cookware Model 1244,Home&Kitchen|Kitchen&Dining|Cookware,₹543,"₹1,638",66.8%,3.1,"7,676","Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface.","Customers say: Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface. Overall a 3.1-star experience."
P100245,In-Ear Model 1245,Electronics|Headphones|In-Ear,"₹1,113","₹1,971",43.5%,4.3,"2,740","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 4.3-star experience."
P100246,Accessories Model 1246,Electronics|Cameras|Accessories,₹493,"₹1,198",58.8%,3.6,"17,032","Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards.","Customers say: Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards. Overall a 3.6-star experience."
P100247,Printers Model 1247,OfficeProducts|OfficeElectronics|Printers,"₹5,732","₹10,939",47.6%,4.1,"6,672","Compact wireless printer with fast print speeds, mobile printing, and low running costs.","Customers say: Compact wireless printer with fast print speeds, mobile printing, and low running costs. Overall a 4.1-star experience."
P100248,In-Ear Model 1248,Electronics|Headphones|In-Ear,₹667,"₹1,351",50.6%,3.8,"3,017","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 3.8-star experience."
P100249,Chargers Model 1249,Electronics|Mobiles&Accessories|Chargers,₹809,"₹1,375",41.1%,4.4,435,Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices.,Customers say: Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices. Overall a 4.4-star experience.
P100250,Printers Model 1250,OfficeProducts|OfficeElectronics|Printers,"₹9,657","₹18,716",48.4%,4.5,"5,482","Compact wireless printer with fast print speeds, mobile printing, and low running costs.","Customers say: Compact wireless printer with fast print speeds, mobile printing, and low running costs. Overall a 4.5-star experience."
P100251,Chargers Model 1251,Electronics|Mobiles&Accessories|Chargers,₹587,"₹1,023",42.6%,4.3,"12,166",Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices.,Customers say: Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices. Overall a 4.3-star experience.
P100252,In-Ear Model 1252,Electronics|Headphones|In-Ear,"₹1,019","₹2,129",52.1%,3.9,"15,544","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 3.9-star experience."
P100253,Cookware Model 1253,Home&Kitchen|Kitchen&Dining|Cookware,"₹1,720","₹3,660",53.0%,3.8,"18,892","Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface.","Customers say: Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface. Overall a 3.8-star experience."
P100254,Cables Model 1254,Computers&Accessories|Accessories|Cables,₹164,₹295,44.3%,3.9,"2,442",High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors.,Customers say: High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors. Overall a 3.9-star experience.
P100255,Vacuum Model 1255,Home&Kitchen|HomeAppliances|Vacuum,"₹3,688","₹10,882",66.1%,3.9,"4,810","Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter.","Customers say: Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter. Overall a 3.9-star experience."
P100256,Accessories Model 1256,Electronics|Cameras|Accessories,"₹1,148","₹2,029",43.4%,4.3,"5,309","Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards.","Customers say: Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards. Overall a 4.3-star experience."
P100257,Accessories Model 1257,Electronics|Cameras|Accessories,₹826,"₹1,494",44.7%,3.7,"2,945","Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards.","Customers say: Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards. Overall a 3.7-star experience."
P100258,Cookware Model 1258,Home&Kitchen|Kitchen&Dining|Cookware,"₹1,201","₹2,319",48.2%,4.4,"1,139","Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface.","Customers say: Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface. Overall a 4.4-star experience."
P100259,Vacuum Model 1259,Home&Kitchen|HomeAppliances|Vacuum,"₹1,554","₹4,587",66.1%,3.5,"6,800","Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter.","Customers say: Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter. Overall a 3.5-star experience."
P100260,Chargers Model 1260,Electronics|Mobiles&Accessories|Chargers,₹709,"₹1,338",47.0%,3.9,"13,634",Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices.,Customers say: Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices. Overall a 3.9-star experience.
P100261,Cables Model 1261,Computers&Accessories|Accessories|Cables,₹282,₹372,24.0%,4.5,"10,223",High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors.,Customers say: High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors. Overall a 4.5-star experience.
P100262,Vacuum Model 1262,Home&Kitchen|HomeAppliances|Vacuum,"₹8,087","₹14,315",43.5%,4.7,9,"Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter.","Customers say: Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter. Overall a 4.7-star experience."
P100263,Chargers Model 1263,Electronics|Mobiles&Accessories|Chargers,₹595,₹958,37.8%,4.2,602,Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices.,Customers say: Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices. Overall a 4.2-star experience.
P100264,Vacuum Model 1264,Home&Kitchen|HomeAppliances|Vacuum,"₹5,300","₹8,908",40.5%,4.6,"9,353","Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter.","Customers say: Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter. Overall a 4.6-star experience."
P100265,Speakers Model 1265,Electronics|HomeTheater|Speakers,"₹1,495","₹3,926",61.9%,3.0,"14,195","Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design.","Customers say: Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design. Overall a 3.0-star experience."
P100266,Accessories Model 1266,Electronics|Cameras|Accessories,₹429,"₹1,026",58.1%,3.7,"5,362","Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards.","Customers say: Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards. Overall a 3.7-star experience."
P100267,Speakers Model 1267,Electronics|HomeTheater|Speakers,"₹1,209","₹2,438",50.4%,4.2,"4,629","Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design.","Customers say: Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design. Overall a 4.2-star experience."
P100268,Vacuum Model 1268,Home&Kitchen|HomeAppliances|Vacuum,"₹3,895","₹9,276",58.0%,3.6,"12,975","Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter.","Customers say: Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter. Overall a 3.6-star experience."
P100269,Printers Model 1269,OfficeProducts|OfficeElectronics|Printers,"₹1,634","₹4,528",63.9%,3.9,"17,011","Compact wireless printer with fast print speeds, mobile printing, and low running costs.","Customers say: Compact wireless printer with fast print speeds, mobile printing, and low running costs. Overall a 3.9-star experience."
P100270,Accessories Model 1270,Electronics|Cameras|Accessories,₹440,"₹1,032",57.3%,4.0,"2,431","Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards.","Customers say: Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards. Overall a 4.0-star experience."
P100271,Cables Model 1271,Computers&Accessories|Accessories|Cables,₹289,₹461,37.1%,4.3,"13,247",High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors.,Customers say: High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors. Overall a 4.3-star experience.
P100272,Cookware Model 1272,Home&Kitchen|Kitchen&Dining|Cookware,₹953,"₹1,792",46.8%,4.0,"4,432","Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface.","Customers say: Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface. Overall a 4.0-star experience."
P100273,Speakers Model 1273,Electronics|HomeTheater|Speakers,"₹1,924","₹3,873",50.3%,4.1,"10,866","Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design.","Customers say: Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design. Overall a 4.1-star experience."
